lat_ctr,lng_ctr,lat_pt,lng_pt,StopName,UsedByRoute
48.931193,24.708088,48.931193,24.708086,Швейна фабрика,26А
48.92714,24.709515,48.92714,24.709515,вулиця Військових Ветеранів,26А
48.92494,24.710686,48.92494,24.710686,"""ЦУМ"" вулиця Дністровська",26А
48.92582,24.713051,48.92582,24.713051,Ринок,26А
48.926208,24.716751,48.926202,24.716749,КРОК,26А
48.924573,24.723276,48.924567,24.723274,Вокзал (в бік ЄП),26А
48.917823,24.722793,48.917823,24.722793,"кінотеатр ""Космос""",26А
48.916028,24.734465,48.916032,24.734461,Школа №15,26А
48.914732,24.739111,48.914733,24.73911,Провулок,26А
48.936408,24.755723,48.936402,24.755724,м-н Каскад,27
48.937208,24.753549,48.93721,24.753547,"""Каскад"" КОНТРОЛЬНА",27
48.936896,24.749286,48.936901,24.749283,вулиця Миколайчука,27
48.935672,24.744536,48.935672,24.744536,"вулиця В. Стуса (Ринок ""Східний"")",27
48.93486,24.742804,48.93486,24.742804,"магазин ""Барвінок""",27
48.93277,24.742906,48.93277,24.742906,вулиця Івасюка,27
48.932095,24.740367,48.932098,24.740367,вулиця Івана-Павла ІІ,27
48.931184,24.734452,48.931183,24.734453,вулиця Молодіжна,27
48.928655,24.730343,48.928655,24.730342,вулиця Селянська,27
48.927387,24.725803,48.927382,24.725799,вулиця Деповська,27
48.928522,24.723062,48.928519,24.723062,вулиця Вовчинецька,27
48.926259,24.716631,48.926259,24.716631,Крок,27
48.928853,24.713552,48.928853,24.713552,вулиця Василіянок,27
48.932098,24.707751,48.932098,24.707751,"""Княгинин""",27
48.933272,24.705119,48.933272,24.705119,вулиця Пулюя,27
48.932138,24.69969,48.932137,24.699692,вулиця Пулюя,27
48.930096,24.704873,48.930096,24.704873,вулиця Берегова,27
48.926853,24.699991,48.926854,24.699992,Набережна,27
48.925077,24.69811,48.925077,24.69811,вулиця Бельведерська,27
48.923405,24.694439,48.923406,24.694442,"магазин ""Озерянка""",27
48.92193,24.701682,48.921927,24.701681,вулиця В.Великого,27
48.923199,24.706815,48.923201,24.706816,Бастіон,27
48.92494,24.710686,48.92494,24.710686,"""ЦУМ"" вулиця Дністровська",27
48.92582,24.713051,48.92582,24.713051,Ринок,27
48.926588,24.715714,48.926594,24.715741,вулиця Василіянок,27
48.92355,24.720589,48.923546,24.720587,вулиця Гаркуші,27
48.924596,24.723366,48.924596,24.723366,вулиця Привокзальна,27
48.927508,24.726553,48.927508,24.726553,на вимогу,27
48.931282,24.734915,48.931279,24.734922,вулиця Молодіжна,27
48.932002,24.739181,48.932002,24.739181,вулиця Івана-Павла ІІ,27
48.932756,24.74301,48.932756,24.74301,"ТРЦ ""Арсен"" (вул. Івасюка - Івана Павла ІІ)",27
48.935884,24.74401,48.935886,24.744009,вулиця Стуса (Гранд базар),27
48.936674,24.7491,48.936672,24.749093,вулиця Миколайчука,27
48.937111,24.753623,48.937111,24.753622,"""Каскад""",27
48.936408,24.755723,48.936402,24.755724,м-н Каскад,28
48.937208,24.753549,48.93721,24.753547,"""Каскад"" КОНТРОЛЬНА",28
48.938813,24.750136,48.938808,24.750135,вулиця Бугая,28
48.941093,24.746064,48.941091,24.746059,Золота нива,28
48.940987,24.740503,48.940984,24.740502,"ВАТ ""Родон""",28
48.939412,24.73877,48.939416,24.738728,"ТРЦ ""Велес""",28
48.936389,24.735195,48.936389,24.735197,"магазин ""Кобзарик""(в місто)",28
48.933536,24.730568,48.933537,24.730572,"магазин ""Веселка""(в місто)",28
48.931435,24.727014,48.931434,24.727015,Школа №16,28
48.924573,24.723276,48.924567,24.723274,Вокзал (в бік ЄП),28
48.918739,24.717382,48.91874,24.717379,"готель ""Надія""",28
48.919672,24.707547,48.919664,24.707539,Головна пошта,28
48.918771,24.702007,48.918769,24.702007,вулиця Гординського,28
48.914871,24.697482,48.914874,24.697497,Міська лікарня,28
48.910773,24.690678,48.910773,24.690678,Коледж фізичного виховання,28
48.907387,24.684153,48.907386,24.68415,АС-3,28
48.905096,24.682173,48.905097,24.682176,Кільце вулиця Довженка,28
48.903064,24.688456,48.903067,24.68845,"Магазин ""Заравшан""",28
48.90342,24.694693,48.903426,24.694681,Церква,28
48.904914,24.698029,48.904916,24.698026,Школа - інтернат,28
48.906413,24.698334,48.906412,24.69833,"Стадіон ""Рух""",28
48.912042,24.699881,48.912045,24.69988,парк ім. Шевченка,28
48.915035,24.703548,48.915038,24.703542,Університет,28
48.918442,24.707166,48.918437,24.707167,на вимогу,28
48.923199,24.706815,48.923201,24.706816,Бастіон,28
48.92494,24.710686,48.92494,24.710686,"""ЦУМ"" вулиця Дністровська",28
48.92582,24.713051,48.92582,24.713051,Ринок,28
48.92355,24.720589,48.923546,24.720587,вулиця Гаркуші,28
48.925857,24.722887,48.925855,24.722874,Вокзал (в бік Пасічної),28
48.930781,24.72607,48.930777,24.726061,Костел,28
48.933347,24.73041,48.933353,24.730405,"магазин ""Веселка""",28
48.936131,24.735037,48.936131,24.73503,"магазин ""Кобзарик""",28
48.939508,24.738996,48.939507,24.738992,вулиця Вовчинецька,28
48.941197,24.740901,48.941197,24.740901,"АТ ""Родон""",28
48.941028,24.745502,48.941028,24.745502,вулиця Симоненка,28
48.938911,24.74978,48.938911,24.74978,вулиця Бугая,28
48.937111,24.753623,48.937111,24.753622,"""Каскад""",28
48.940297,24.688053,48.940315,24.688076,Обласна лікарня,29
48.937819,24.69233,48.937824,24.692323,на вимогу,29
48.939933,24.69529,48.939935,24.695283,вулиця Витвицького,29
48.942272,24.696405,48.942274,24.696403,на вимогу,29
48.941934,24.698204,48.941935,24.698204,"р-н ""Овен""",29
48.934045,24.706639,48.934045,24.706639,Музична школа,29
48.932138,24.69969,48.932137,24.699692,вулиця Пулюя,29
48.929518,24.70374,48.929521,24.703741,на вимогу,29
48.926853,24.699991,48.926854,24.699992,Набережна,29
48.923405,24.694439,48.923406,24.694442,"магазин ""Озерянка""",29
48.921062,24.700918,48.921056,24.700909,вулиця К.Данила,29
48.918771,24.702007,48.918769,24.702007,вулиця Гординського,29
48.914871,24.697482,48.914874,24.697497,Міська лікарня,29
48.910773,24.690678,48.910773,24.690678,Коледж фізичного виховання,29
48.907387,24.684153,48.907386,24.68415,АС-3,29
48.905096,24.682173,48.905097,24.682176,Кільце вулиця Довженка,29
48.903064,24.688456,48.903067,24.68845,"Магазин ""Заравшан""",29
48.90342,24.694693,48.903426,24.694681,Церква,29
48.90334,24.698317,48.903341,24.698316,Кільце вулиця Петлюри,29
48.902636,24.702055,48.90263,24.702066,УТОС,29
48.901839,24.709143,48.901837,24.709155,Хлібокомбінат,29
48.902311,24.713222,48.902308,24.713213,"ТЦ ""Велмарт""(в місто)",29
48.906411,24.712789,48.906412,24.712784,Дитяча лікарня (в місто),29
48.90823,24.711928,48.908229,24.711921,Аптека,29
48.913235,24.709757,48.913235,24.709757,вулиця Військова(в місто),29
48.918372,24.710995,48.918372,24.710995,вулиця Є.Коновальця(в місто),29
48.919672,24.707547,48.919664,24.707539,Головна пошта,29
48.923998,24.701553,48.923998,24.701555,Школа №4,29
48.925098,24.698106,48.925098,24.698106,Музична школа,29
48.927776,24.701481,48.927777,24.70148,Поліклініка №2,29
48.93227,24.700598,48.932267,24.700611,Університет,29
48.93466,24.70646,48.934663,24.706458,на вимогу,29
48.940222,24.701047,48.940222,24.701047,вулиця Целевича,29
48.942447,24.696546,48.942448,24.696547,"магагазин ""Барбарис""",29
48.940593,24.695096,48.940595,24.695096,"Крамниця ""Сюрприз""",29
48.937924,24.692515,48.937932,24.692517,на вимогу,29
48.922857,24.741882,48.922856,24.741885,вулиця Г. Хоткевича (кінцева),30
48.923666,24.737712,48.923664,24.737709,"магазин ""Кошик""",30
48.924707,24.732664,48.924705,24.732659,вулиця Української дивізії,30
48.926864,24.726598,48.926865,24.726603,вулиця Старицького,30
48.928522,24.723062,48.928519,24.723062,вулиця Вовчинецька,30
48.924573,24.723276,48.924567,24.723274,Вокзал (в бік ЄП),30
48.920643,24.71945,48.920643,24.71945,вулиця Б. Лепкого,30
48.918739,24.717382,48.91874,24.717379,"готель ""Надія""",30
48.917445,24.710843,48.917443,24.710845,вулиця Є. Коновальця,30
48.913048,24.709738,48.913048,24.709738,вулиця Військова,30
48.909959,24.710996,48.909959,24.710995,вулиця Національної гвардії,30
48.907438,24.712202,48.907442,24.712195,Дитяча лікарня,30
48.902939,24.713082,48.902935,24.71309,"ТЦ ""Велмарт""",30
48.902047,24.708642,48.902048,24.708642,Хлібокомбінат,30
48.902657,24.702459,48.90266,24.702448,УТОС,30
48.903438,24.698231,48.903438,24.698231,Кільце вулиця Петлюри,30
48.90346,24.693989,48.903457,24.693986,Церква,30
48.903108,24.687627,48.903107,24.68763,Обласний призовний пункт,30
48.904977,24.682473,48.904976,24.682477,Кільце вулиця Довженка,30
48.907387,24.684153,48.907386,24.68415,АС-3,30
48.905096,24.682173,48.905097,24.682176,Кільце вулиця Довженка,30
48.903064,24.688456,48.903067,24.68845,"Магазин ""Заравшан""",30
48.90342,24.694693,48.903426,24.694681,Церква,30
48.904914,24.698029,48.904916,24.698026,Школа - інтернат,30
48.906413,24.698334,48.906412,24.69833,"Стадіон ""Рух""",30
48.912042,24.699881,48.912045,24.69988,парк ім. Шевченка,30
48.915035,24.703548,48.915038,24.703542,Університет,30
48.916282,24.705979,48.916284,24.705982,Пологовий будинок,30
48.918372,24.710995,48.918372,24.710995,вулиця Є.Коновальця(в місто),30
48.918853,24.713774,48.918854,24.713773,Обласна друкарня,30
48.917823,24.722793,48.917823,24.722793,"кінотеатр ""Космос""",30
48.916028,24.734465,48.916032,24.734461,Школа №15,30
48.91934,24.742797,48.91934,24.742797,вулиця Кисілевської,30
48.902358,24.746041,48.902351,24.746039,селище Микитинці,31
48.906488,24.754161,48.906488,24.754161,вулиця Гринишина,31
48.907036,24.76218,48.907036,24.76218,Управління патрульної поліції,31
48.910048,24.764175,48.91004,24.764174,АС-4,31
48.912723,24.756429,48.912723,24.756431,с. Угорники,31
48.913881,24.748968,48.913878,24.748971,вулиця Декабристів,31
48.916295,24.733237,48.916299,24.733232,Школа №15,31
48.918048,24.72198,48.918048,24.72198,"кінотеатр ""Космос""",31
48.918739,24.717382,48.91874,24.717379,"готель ""Надія""",31
48.919672,24.707547,48.919664,24.707539,Головна пошта,31
48.923199,24.706815,48.923201,24.706816,Бастіон,31
48.92494,24.710686,48.92494,24.710686,"""ЦУМ"" вулиця Дністровська",31
48.92582,24.713051,48.92582,24.713051,Ринок,31
48.92355,24.720589,48.923546,24.720587,вулиця Гаркуші,31
48.920643,24.71945,48.920643,24.71945,вулиця Б. Лепкого,31
48.917823,24.722793,48.917823,24.722793,"кінотеатр ""Космос""",31
48.916028,24.734465,48.916032,24.734461,Школа №15,31
48.914004,24.747381,48.914036,24.747401,вулиця Декабристів,31
48.912345,24.758394,48.912339,24.758404,с. Угорники,31
48.910552,24.764369,48.910537,24.764368,АС-4,31
48.905883,24.761257,48.905883,24.761259,Управління патрульної поліції,31
48.906542,24.753951,48.906546,24.753951,вулиця Грицишина,31
48.941093,24.746064,48.941091,24.746059,Золота нива,32
48.940987,24.740503,48.940984,24.740502,"ВАТ ""Родон""",32
48.939412,24.73877,48.939416,24.738728,"ТРЦ ""Велес""",32
48.936389,24.735195,48.936389,24.735197,"магазин ""Кобзарик""(в місто)",32
48.933536,24.730568,48.933537,24.730572,"магазин ""Веселка""(в місто)",32
48.931435,24.727014,48.931434,24.727015,Школа №16,32
48.924573,24.723276,48.924567,24.723274,Вокзал (в бік ЄП),32
48.925515,24.716457,48.925516,24.71646,Управління статистики,32
48.928853,24.713552,48.928853,24.713552,вулиця Василіянок,32
48.932098,24.707751,48.932098,24.707751,"""Княгинин""",32
48.940222,24.701047,48.940222,24.701047,вулиця Целевича,32
48.942447,24.696546,48.942448,24.696547,"магагазин ""Барбарис""",32
48.940593,24.695096,48.940595,24.695096,"Крамниця ""Сюрприз""",32
48.937924,24.692515,48.937932,24.692517,на вимогу,32
48.940297,24.688053,48.940315,24.688076,Обласна лікарня,32
48.939933,24.69529,48.939935,24.695283,вулиця Витвицького,32
48.942272,24.696405,48.942274,24.696403,на вимогу,32
48.941934,24.698204,48.941935,24.698204,"р-н ""Овен""",32
48.934045,24.706639,48.934045,24.706639,Музична школа,32
48.929518,24.70374,48.929521,24.703741,на вимогу,32
48.926924,24.700757,48.926922,24.70075,вулиця Тичини,32
48.92494,24.710686,48.92494,24.710686,"""ЦУМ"" вулиця Дністровська",32
48.92582,24.713051,48.92582,24.713051,Ринок,32
48.92355,24.720589,48.923546,24.720587,вулиця Гаркуші,32
48.925857,24.722887,48.925855,24.722874,Вокзал (в бік Пасічної),32
48.930781,24.72607,48.930777,24.726061,Костел,32
48.933347,24.73041,48.933353,24.730405,"магазин ""Веселка""",32
48.936131,24.735037,48.936131,24.73503,"магазин ""Кобзарик""",32
48.938293,24.73907,48.938285,24.739065,вулиця Івасюка,32
48.935884,24.74401,48.935886,24.744009,вулиця Стуса (Гранд базар),32
48.936674,24.7491,48.936672,24.749093,вулиця Миколайчука,32
48.938813,24.750136,48.938808,24.750135,вулиця Бугая,32
48.936408,24.755723,48.936402,24.755724,м-н Каскад,33
48.937208,24.753549,48.93721,24.753547,"""Каскад"" КОНТРОЛЬНА",33
48.936896,24.749286,48.936901,24.749283,вулиця Миколайчука,33
48.935672,24.744536,48.935672,24.744536,"вулиця В. Стуса (Ринок ""Східний"")",33
48.93486,24.742804,48.93486,24.742804,"магазин ""Барвінок""",33
48.932095,24.740367,48.932098,24.740367,вулиця Івана-Павла ІІ,33
48.931184,24.734452,48.931183,24.734453,вулиця Молодіжна,33
48.928655,24.730343,48.928655,24.730342,вулиця Селянська,33
48.927387,24.725803,48.927382,24.725799,вулиця Деповська,33
48.924573,24.723276,48.924567,24.723274,Вокзал (в бік ЄП),33
48.925515,24.716457,48.925516,24.71646,Управління статистики,33
48.928853,24.713552,48.928853,24.713552,вулиця Василіянок,33
48.932098,24.707751,48.932098,24.707751,"""Княгинин""",33
48.940222,24.701047,48.940222,24.701047,вулиця Целевича,33
48.943246,24.696394,48.943245,24.69639,вулиця Пасічна,33
48.944366,24.691472,48.944366,24.691472,АС-2,33
48.94864,24.696203,48.94864,24.696203,Радіозавод - вулиця Хіміків,33
48.947463,24.70152,48.947464,24.701525,вулиця Хіміків - Тролейбусна,33
48.944896,24.700416,48.944896,24.700416,Школа №18,33
48.941934,24.698204,48.941935,24.698204,"р-н ""Овен""",33
48.934045,24.706639,48.934045,24.706639,Музична школа,33
48.931193,24.708088,48.931193,24.708086,Швейна фабрика,33
48.929406,24.709888,48.929406,24.709888,Парк воїнів ветеранів,33
48.92355,24.720589,48.923546,24.720587,вулиця Гаркуші,33
48.925857,24.722887,48.925855,24.722874,Вокзал (в бік Пасічної),33
48.927508,24.726553,48.927508,24.726553,на вимогу,33
48.928993,24.731159,48.928993,24.731159,вулиця Селянська,33
48.931282,24.734915,48.931279,24.734922,вулиця Молодіжна,33
48.932002,24.739181,48.932002,24.739181,вулиця Івана-Павла ІІ,33
48.932756,24.74301,48.932756,24.74301,"ТРЦ ""Арсен"" (вул. Івасюка - Івана Павла ІІ)",33
48.935884,24.74401,48.935886,24.744009,вулиця Стуса (Гранд базар),33
48.935314,24.747554,48.935311,24.747548,на вимогу,33
48.936674,24.7491,48.936672,24.749093,вулиця Миколайчука,33
48.937111,24.753623,48.937111,24.753622,"""Каскад""",33
48.957549,24.750172,48.957554,24.750184,селище Вовчинець,34
48.941093,24.746064,48.941091,24.746059,Золота нива,34
48.940987,24.740503,48.940984,24.740502,"ВАТ ""Родон""",34
48.939412,24.73877,48.939416,24.738728,"ТРЦ ""Велес""",34
48.936389,24.735195,48.936389,24.735197,"магазин ""Кобзарик""(в місто)",34
48.933536,24.730568,48.933537,24.730572,"магазин ""Веселка""(в місто)",34
48.931435,24.727014,48.931434,24.727015,Школа №16,34
48.926259,24.716631,48.926259,24.716631,Крок,34
48.928853,24.713552,48.928853,24.713552,вулиця Василіянок,34
48.929277,24.708118,48.929274,24.708118,"ТРЦ ""Панорама плаза""",34
48.929518,24.70374,48.929521,24.703741,на вимогу,34
48.926924,24.700757,48.926922,24.70075,вулиця Тичини,34
48.92494,24.710686,48.92494,24.710686,"""ЦУМ"" вулиця Дністровська",34
48.92582,24.713051,48.92582,24.713051,Ринок,34
48.926208,24.716751,48.926202,24.716749,КРОК,34
48.930781,24.72607,48.930777,24.726061,Костел,34
48.933347,24.73041,48.933353,24.730405,"магазин ""Веселка""",34
48.936131,24.735037,48.936131,24.73503,"магазин ""Кобзарик""",34
48.939508,24.738996,48.939507,24.738992,вулиця Вовчинецька,34
48.941197,24.740901,48.941197,24.740901,"АТ ""Родон""",34
48.941093,24.746064,48.941091,24.746059,Золота нива,35
48.940987,24.740503,48.940984,24.740502,"ВАТ ""Родон""",35
48.939412,24.73877,48.939416,24.738728,"ТРЦ ""Велес""",35
48.938293,24.73907,48.938285,24.739065,вулиця Івасюка,35
48.93486,24.742804,48.93486,24.742804,"магазин ""Барвінок""",35
48.931394,24.742972,48.931394,24.742972,"ТЦ ""Епіцентр"" (вул. Івасюка - Івана Павла ІІ)",35
48.928282,24.743077,48.928287,24.743071,вулиця Івасюка,35
48.923801,24.743212,48.923803,24.743209,вулиця Хоткевича,35
48.918606,24.742514,48.918606,24.742514,вулиця Кисілевської,35
48.916295,24.733237,48.916299,24.733232,Школа №15,35
48.918048,24.72198,48.918048,24.72198,"кінотеатр ""Космос""",35
48.918739,24.717382,48.91874,24.717379,"готель ""Надія""",35
48.918233,24.706897,48.918234,24.706895,вулиця Чорновола,35
48.914569,24.702506,48.914574,24.702516,Університет,35
48.911994,24.699723,48.911995,24.699722,Парк ім. Шевченка,35
48.907045,24.698305,48.907046,24.698306,"Стадіон ""Рух""",35
48.904259,24.697588,48.904262,24.697581,Школа-інтернат,35
48.90334,24.698317,48.903341,24.698316,Кільце вулиця Петлюри,35
48.902636,24.702055,48.90263,24.702066,УТОС,35
48.901839,24.709143,48.901837,24.709155,Хлібокомбінат,35
48.902311,24.713222,48.902308,24.713213,"ТЦ ""Велмарт""(в місто)",35
48.900476,24.724024,48.900467,24.724065,Меблева фабрика,35
48.906411,24.712789,48.906412,24.712784,Дитяча лікарня (в місто),35
48.90823,24.711928,48.908229,24.711921,Аптека,35
48.913235,24.709757,48.913235,24.709757,вулиця Військова(в місто),35
48.918372,24.710995,48.918372,24.710995,вулиця Є.Коновальця(в місто),35
48.918853,24.713774,48.918854,24.713773,Обласна друкарня,35
48.917823,24.722793,48.917823,24.722793,"кінотеатр ""Космос""",35
48.916028,24.734465,48.916032,24.734461,Школа №15,35
48.924385,24.743307,48.924383,24.74331,вулиця Хоткевича,35
48.928609,24.74318,48.928609,24.743178,вулиця Івасюка,35
48.932756,24.74301,48.932756,24.74301,"ТРЦ ""Арсен"" (вул. Івасюка - Івана Павла ІІ)",35
48.935884,24.74401,48.935886,24.744009,вулиця Стуса (Гранд базар),35
48.935314,24.747554,48.935311,24.747548,на вимогу,35
48.936674,24.7491,48.936672,24.749093,вулиця Миколайчука,35
48.938813,24.750136,48.938808,24.750135,вулиця Бугая,35
48.944366,24.691472,48.944366,24.691472,АС-2,36
48.94864,24.696203,48.94864,24.696203,Радіозавод - вулиця Хіміків,36
48.947463,24.70152,48.947464,24.701525,вулиця Хіміків - Тролейбусна,36
48.944896,24.700416,48.944896,24.700416,Школа №18,36
48.941934,24.698204,48.941935,24.698204,"р-н ""Овен""",36
48.934045,24.706639,48.934045,24.706639,Музична школа,36
48.932138,24.69969,48.932137,24.699692,вулиця Пулюя,36
48.929518,24.70374,48.929521,24.703741,на вимогу,36
48.927776,24.701481,48.927777,24.70148,Поліклініка №2,36
48.925098,24.698106,48.925098,24.698106,Музична школа,36
48.923917,24.701561,48.923907,24.701557,на вимогу,36
48.922678,24.705437,48.922694,24.705404,Аптека,36
48.918771,24.702007,48.918769,24.702007,вулиця Гординського,36
48.914569,24.702506,48.914574,24.702516,Університет,36
48.911994,24.699723,48.911995,24.699722,Парк ім. Шевченка,36
48.907045,24.698305,48.907046,24.698306,"Стадіон ""Рух""",36
48.904259,24.697588,48.904262,24.697581,Школа-інтернат,36
48.90346,24.693989,48.903457,24.693986,Церква,36
48.907387,24.684153,48.907386,24.68415,АС-3,36
48.905096,24.682173,48.905097,24.682176,Кільце вулиця Довженка,36
48.903064,24.688456,48.903067,24.68845,"Магазин ""Заравшан""",36
48.90342,24.694693,48.903426,24.694681,Церква,36
48.904914,24.698029,48.904916,24.698026,Школа - інтернат,36
48.906413,24.698334,48.906412,24.69833,"Стадіон ""Рух""",36
48.912042,24.699881,48.912045,24.69988,парк ім. Шевченка,36
48.915035,24.703548,48.915038,24.703542,Університет,36
48.918442,24.707166,48.918437,24.707167,на вимогу,36
48.919672,24.707547,48.919664,24.707539,Головна пошта,36
48.923199,24.706815,48.923201,24.706816,Бастіон,36
48.92536,24.709875,48.925363,24.709877,ЦУМ,36
48.932098,24.707751,48.932098,24.707751,"""Княгинин""",36
48.93466,24.70646,48.934663,24.706458,на вимогу,36
48.940222,24.701047,48.940222,24.701047,вулиця Целевича,36
48.943246,24.696394,48.943245,24.69639,вулиця Пасічна,36
48.887474,24.635696,48.887472,24.635694,селище Драгомирчани,37
48.889406,24.648986,48.889406,24.648986,селище Крихівці(в центр),37
48.89282,24.655642,48.89282,24.655642,селище Крихівці - вулиця Липова (в центр),37
48.894758,24.659435,48.894763,24.659426,селище Крихівці - вулиця Вишнева,37
48.899151,24.668009,48.899149,24.668015,селище Крихівці - Вивізна,37
48.900882,24.671421,48.900883,24.671421,селище Крихівці - центр,37
48.903738,24.67704,48.903738,24.67704,вулиця Крихівецька (в центр),37
48.907574,24.684667,48.907581,24.684667,АС-3 (в центр),37
48.910055,24.689473,48.910055,24.689473,Коледж фізичного виховання (в центр),37
48.920162,24.704347,48.920163,24.704347,вулиця Г. Мазепи - С. Стрільців ,37
48.923199,24.706815,48.923201,24.706816,Бастіон,37
48.92494,24.710686,48.92494,24.710686,"""ЦУМ"" вулиця Дністровська",37
48.92582,24.713051,48.92582,24.713051,Ринок,37
48.92355,24.720589,48.923546,24.720587,вулиця Гаркуші,37
48.925857,24.722887,48.925855,24.722874,Вокзал (в бік Пасічної),37
48.927508,24.726553,48.927508,24.726553,на вимогу,37
48.928993,24.731159,48.928993,24.731159,вулиця Селянська,37
48.931282,24.734915,48.931279,24.734922,вулиця Молодіжна,37
48.932002,24.739181,48.932002,24.739181,вулиця Івана-Павла ІІ,37
48.932756,24.74301,48.932756,24.74301,"ТРЦ ""Арсен"" (вул. Івасюка - Івана Павла ІІ)",37
48.935884,24.74401,48.935886,24.744009,вулиця Стуса (Гранд базар),37
48.935314,24.747554,48.935311,24.747548,на вимогу,37
48.936674,24.7491,48.936672,24.749093,вулиця Миколайчука,37
48.937111,24.753623,48.937111,24.753622,"""Каскад""",37
48.936408,24.755723,48.936402,24.755724,м-н Каскад,37
48.937208,24.753549,48.93721,24.753547,"""Каскад"" КОНТРОЛЬНА",37
48.936896,24.749286,48.936901,24.749283,вулиця Миколайчука,37
48.935672,24.744536,48.935672,24.744536,"вулиця В. Стуса (Ринок ""Східний"")",37
48.93486,24.742804,48.93486,24.742804,"магазин ""Барвінок""",37
48.932095,24.740367,48.932098,24.740367,вулиця Івана-Павла ІІ,37
48.931184,24.734452,48.931183,24.734453,вулиця Молодіжна,37
48.928655,24.730343,48.928655,24.730342,вулиця Селянська,37
48.927387,24.725803,48.927382,24.725799,вулиця Деповська,37
48.928522,24.723062,48.928519,24.723062,вулиця Вовчинецька,37
48.924573,24.723276,48.924567,24.723274,Вокзал (в бік ЄП),37
48.920643,24.71945,48.920643,24.71945,вулиця Б. Лепкого,37
48.918739,24.717382,48.91874,24.717379,"готель ""Надія""",37
48.919672,24.707547,48.919664,24.707539,Головна пошта,37
48.918771,24.702007,48.918769,24.702007,вулиця Гординського,37
48.914871,24.697482,48.914874,24.697497,Міська лікарня,37
48.910773,24.690678,48.910773,24.690678,Коледж фізичного виховання,37
48.907387,24.684153,48.907386,24.68415,АС-3,37
48.90348,24.676331,48.903476,24.676328,вулиця Крихівецька,37
48.900455,24.670386,48.900454,24.670384,селище Крихівці,37
48.898674,24.666886,48.898674,24.666886,вулиця Межева,37
48.894644,24.659003,48.894642,24.659009,селище Крихівці - вулиця Вишнева,37
48.892704,24.655232,48.892704,24.655232,селище Крихівці - вулиця Липова,37
48.888992,24.647991,48.888992,24.647991,селище Крихівці,37
48.940297,24.688053,48.940315,24.688076,Обласна лікарня,38
48.937819,24.69233,48.937824,24.692323,на вимогу,38
48.939933,24.69529,48.939935,24.695283,вулиця Витвицького,38
48.942272,24.696405,48.942274,24.696403,на вимогу,38
48.941934,24.698204,48.941935,24.698204,"р-н ""Овен""",38
48.934045,24.706639,48.934045,24.706639,Музична школа,38
48.931193,24.708088,48.931193,24.708086,Швейна фабрика,38
48.92714,24.709515,48.92714,24.709515,вулиця Військових Ветеранів,38
48.92494,24.710686,48.92494,24.710686,"""ЦУМ"" вулиця Дністровська",38
48.92582,24.713051,48.92582,24.713051,Ринок,38
48.926208,24.716751,48.926202,24.716749,КРОК,38
48.924573,24.723276,48.924567,24.723274,Вокзал (в бік ЄП),38
48.920643,24.71945,48.920643,24.71945,вулиця Б. Лепкого,38
48.918739,24.717382,48.91874,24.717379,"готель ""Надія""",38
48.918233,24.706897,48.918234,24.706895,вулиця Чорновола,38
48.914569,24.702506,48.914574,24.702516,Університет,38
48.911994,24.699723,48.911995,24.699722,Парк ім. Шевченка,38
48.907045,24.698305,48.907046,24.698306,"Стадіон ""Рух""",38
48.904259,24.697588,48.904262,24.697581,Школа-інтернат,38
48.90346,24.693989,48.903457,24.693986,Церква,38
48.903108,24.687627,48.903107,24.68763,Обласний призовний пункт,38
48.904977,24.682473,48.904976,24.682477,Кільце вулиця Довженка,38
48.907387,24.684153,48.907386,24.68415,АС-3,38
48.90348,24.676331,48.903476,24.676328,вулиця Крихівецька,38
48.900455,24.670386,48.900454,24.670384,селище Крихівці,38
48.898674,24.666886,48.898674,24.666886,вулиця Межева,38
48.894644,24.659003,48.894642,24.659009,селище Крихівці - вулиця Вишнева,38
48.892704,24.655232,48.892704,24.655232,селище Крихівці - вулиця Липова,38
48.888992,24.647991,48.888992,24.647991,селище Крихівці,38
48.88746,24.636215,48.88746,24.636215,на вимогу,38
48.888257,24.633374,48.888257,24.633374,с. Драгомирчани,38
48.874086,24.660653,48.874092,24.660661,Міське кладовище,38
48.889406,24.648986,48.889406,24.648986,селище Крихівці(в центр),38
48.89282,24.655642,48.89282,24.655642,селище Крихівці - вулиця Липова (в центр),38
48.894758,24.659435,48.894763,24.659426,селище Крихівці - вулиця Вишнева,38
48.899151,24.668009,48.899149,24.668015,селище Крихівці - Вивізна,38
48.900882,24.671421,48.900883,24.671421,селище Крихівці - центр,38
48.903738,24.67704,48.903738,24.67704,вулиця Крихівецька (в центр),38
48.905096,24.682173,48.905097,24.682176,Кільце вулиця Довженка,38
48.903064,24.688456,48.903067,24.68845,"Магазин ""Заравшан""",38
48.90342,24.694693,48.903426,24.694681,Церква,38
48.904914,24.698029,48.904916,24.698026,Школа - інтернат,38
48.906413,24.698334,48.906412,24.69833,"Стадіон ""Рух""",38
48.912042,24.699881,48.912045,24.69988,парк ім. Шевченка,38
48.915035,24.703548,48.915038,24.703542,Університет,38
48.918442,24.707166,48.918437,24.707167,на вимогу,38
48.919672,24.707547,48.919664,24.707539,Головна пошта,38
48.923199,24.706815,48.923201,24.706816,Бастіон,38
48.92536,24.709875,48.925363,24.709877,ЦУМ,38
48.932098,24.707751,48.932098,24.707751,"""Княгинин""",38
